class_1,class_2,pval,rho,n
Principles of Microeconomics,Special Topics in Computer Science,0.029002686,0.420406578,27
Principles of Microeconomics,Stagecraft,0.034088808,0.791154805,7
Principles of Microeconomics,State and Local Government,0.666666667,-0.5,3
Principles of Microeconomics,Statistical Methods with Applications,0.000279957,0.384502462,85
Principles of Microeconomics,Statistics and Probability,0.666666667,0.333333333,4
Principles of Microeconomics,Strategic Management,0.600779214,-0.075030572,51
Principles of Microeconomics,Strategic Promotions Management,0.399161618,0.426401433,6
Principles of Microeconomics,Supply Chain Management,0.041493692,0.308661634,44
Principles of Microeconomics,Survey of Cultural Geography,0.78595683,0.143684242,6
Principles of Microeconomics,Survey of General Chemistry,0.040196994,0.46218665,20
Principles of Microeconomics,Swimming,0.417334522,-0.258441255,12
Principles of Microeconomics,Systems Analysis and Design,0.675580457,-0.06066488,50
Principles of Microeconomics,Systems Development and Implementation,0.403226519,0.137687287,39
Principles of Microeconomics,Technical Drafting,0.051316702,0.948683298,4
Principles of Microeconomics,Technical Writing,0.010295692,0.20823309,151
Principles of Microeconomics,The Diversity of Life,1,0,3
Principles of Microeconomics,The Legal Environment of Business,0.017793911,0.27670979,73
Principles of Microeconomics,The Native American Experience,0.721202479,0.150970271,8
Principles of Microeconomics,"The Political Economy of Race, Gender and Ethnicity",0.079958032,-0.342890516,27
Principles of Microeconomics,The Psychology of Human Sexuality,0.475113843,-0.185853051,17
Principles of Microeconomics,The Unity of Life,0.13333912,0.763157895,5
Principles of Microeconomics,Theory of Art,0.333333333,-0.866025404,3
Principles of Microeconomics,Thermal Systems Laboratory,0.666666667,-0.5,3
Principles of Microeconomics,Thermodynamics,0.552814747,-0.359092423,5
Principles of Microeconomics,Thermo-Fluid Systems Design,0.666666667,0.5,3
Principles of Microeconomics,Training and Supervision,0.135344662,-0.760725774,5
Principles of Microeconomics,Trigonometry and Analytic Geometry,0.014690722,0.301408331,65
Principles of Microeconomics,Visual Communication,0.18637048,-0.623034544,6
Principles of Microeconomics,Volleyball,0.639248641,-0.074476636,42
Principles of Microeconomics,Weather and Climate,0.273992093,0.441070367,8
Principles of Microeconomics,Web Development: Basics,0.442892529,0.391390182,6
Principles of Microeconomics,"Web Protocols, Technologies and Applications",0.002537097,0.421834013,49
Principles of Microeconomics,Weight Training,0.578062524,0.125437866,22
Principles of Microeconomics,Windows Programming,0.032110523,0.221250045,94
Principles of Microeconomics,Women in Science and Engineering,0.423509026,0.285750286,10
Principles of Microeconomics,"Women, Gender, and Justice",0.6,0.4,4
Principles of Microeconomics,Work Measurement and Human Factors,0.485197963,0.358568583,6
Principles of Microeconomics,World Civilization I,0.432671376,0.085200205,87
Principles of Microeconomics,World Civilization II,3.37E-05,0.300682307,184
Principles of Microeconomics,World Literature I,0.366610051,0.370254787,8
Principles of Microeconomics,World Regional Geography,0.001346868,0.695657967,18
Principles of Microeconomics,World Rhythm Rudiments,0.894590745,-0.105409255,4
Principles of Microeconomics,Yoga / Pilates,0.181690114,-0.707106781,5
Principles of Physics,Principles of Safety and Risk Management,0.770346102,-0.181369063,5
Principles of Physics,Programming in C++,0.019011354,0.456693796,26
Principles of Physics,Programming in COBOL,0.015722513,0.559691227,18
Principles of Physics,Programming in VB.NET,0.646873704,-0.12415359,16
Principles of Physics,Programming Language Structures,0.853738035,-0.05971646,12
Principles of Physics,Quality Assurance,0.666666667,-0.5,3
Principles of Physics,Racquet Sports,0.422649731,-0.577350269,4
Principles of Physics,"Science, Technology, and Ethics",0.109798282,0.569050103,9
Principles of Physics,Scuba Diving,1,0,4
Principles of Physics,Semiconductors,0.666666667,0.5,3
Principles of Physics,Small Business Management,0.5,0.5,4
Principles of Physics,Software Quality,0.82756472,0.115470054,6
Principles of Physics,Special Topics in Computer Science,0.541750906,-0.368421053,5
Principles of Physics,Supply Chain Management,0.721514374,0.187867287,6
Principles of Physics,Survey of General Chemistry,0.028008456,0.917662935,5
Principles of Physics,Systems Analysis and Design,0.812981427,0.072871719,13
Principles of Physics,Systems Development and Implementation,0.3281744,0.369184355,9
Principles of Physics,Technical Drafting,0.5,-0.5,4
Principles of Physics,Technical Writing,0.205263259,0.268111144,24
Principles of Physics,The Legal Environment of Business,0.165056814,0.646843159,6
Principles of Physics,The Psychology of Human Sexuality,0.2,0.8,4
Principles of Physics,Training and Supervision,0.057190958,0.942809042,4
Principles of Physics,Trigonometry and Analytic Geometry,0.396734381,0.236184597,15
Principles of Physics,"Web Protocols, Technologies and Applications",0.552814747,0.359092423,5
Principles of Physics,Windows Programming,0.487044913,0.20270733,14
Principles of Physics,Work Measurement and Human Factors,0.333333333,0.866025404,3
Principles of Physics,World Civilization I,0.229263101,0.358336074,13
Principles of Physics,World Civilization II,0.000883991,0.657472354,22
Principles of Safety and Risk Management,Production Planning and Control,0.897998334,-0.060192927,7
Principles of Safety and Risk Management,Programming in C++,0.543586932,0.205901279,11
Principles of Safety and Risk Management,Quality Assurance,0.792663836,0.139121669,6
Principles of Safety and Risk Management,Residential Planning and Design,1,0,3
Principles of Safety and Risk Management,"Science, Technology, and Ethics",0.333333333,-0.866025404,3
Principles of Safety and Risk Management,Semiconductors,0.407142061,-0.419920627,6
Principles of Safety and Risk Management,Survey of General Chemistry,0.949395782,0.029821604,7
Principles of Safety and Risk Management,Technical Drafting,0.526731928,0.290932478,7
Principles of Safety and Risk Management,Technical Writing,0.666666667,-0.5,3
Principles of Safety and Risk Management,The Legal Environment of Business,0.799800666,-0.157894737,5
Principles of Safety and Risk Management,Training and Supervision,0.432845327,0.3,9
Principles of Safety and Risk Management,Trigonometry and Analytic Geometry,1,0,7
Principles of Safety and Risk Management,Wood Technology,0.333333333,-0.866025404,3
Principles of Safety and Risk Management,Work Measurement and Human Factors,0.084805014,-0.692218655,7
Principles of Safety and Risk Management,World Civilization I,0.343110821,-0.544107188,5
Principles of Safety and Risk Management,World Civilization II,0.521712987,-0.230507723,10
Printmaking I,Programming in C++,0.333333333,0.866025404,3
Printmaking I,World Civilization II,0.333333333,-0.866025404,3
Production Foundations,Programming in C++,0.789181489,0.210818511,4
Production Foundations,Programming in VB.NET,0.333333333,-0.866025404,3
Production Foundations,Visual Communication,0,1,3
Production Foundations,Web Development: Basics,0.333333333,0.866025404,3
Production Foundations,Web Development: Intermediate,0,1,3
Production Planning and Control,Programming in C++,0.045046317,0.642709319,10
Production Planning and Control,Quality Assurance,1,0,5
Production Planning and Control,Quality Management,0.806945144,0.114467137,7
Production Planning and Control,"Science, Technology, and Ethics",0.666666667,-0.5,3
Production Planning and Control,Semiconductors,0.683772234,-0.316227766,4
Production Planning and Control,Special Topics,0.727834473,0.272165527,4
Production Planning and Control,Strategic Management,0.269412513,-0.53935989,6
Production Planning and Control,Supply Chain Management,0.559404344,0.353553391,5
Production Planning and Control,Survey of General Chemistry,0.2,0.8,4
Production Planning and Control,Technical Drafting,0.6,0.4,4
Production Planning and Control,The Legal Environment of Business,0.314514405,0.408877818,8
Production Planning and Control,Training and Supervision,0.628487081,-0.296174439,5
Production Planning and Control,Trigonometry and Analytic Geometry,0.051316702,0.948683298,4
Production Planning and Control,Work Measurement and Human Factors,0.144870794,0.611111111,7
Production Planning and Control,World Civilization I,0.730277986,0.181818182,6
Production Planning and Control,World Civilization II,0.602545193,0.177035519,11
Professional Selling,Supply Chain Management,0.333333333,0.866025404,3
Professional Selling,The Legal Environment of Business,0.367544468,0.632455532,4
Programming in C++,Programming in COBOL,4.03E-05,0.324486814,154
Programming in C++,Programming in VB.NET,0.000191615,0.268794424,188
Programming in C++,Programming Language Structures,1.07E-05,0.288253965,226
Programming in C++,Psychology of Personal Adjustment,0.192864394,0.558156306,7
Programming in C++,Psychology of Women,2.26E-05,0.666812281,33
Programming in C++,Quality Assurance,0.327276131,0.559016994,5
Programming in C++,Quality Engineering,0.39124079,0.326440533,9
Programming in C++,Quality Management,0.8730244,0.032276326,27
Programming in C++,Race and Ethnicity in Film,0.333333333,0.866025404,3
Programming in C++,Race and Gender in American Film,0.576131726,-0.25819889,7
Programming in C++,"Race, Gender, and Class",0.950651878,0.007828059,65
Programming in C++,Racquet Sports,0.017488777,0.308380752,59
Programming in C++,Real Analysis,0.199107118,0.551768493,7
Programming in C++,Real-Time Embedded Systems Programming,0.000245365,0.323678091,124
Programming in C++,Regulatory Compliance Management,0.666666667,-0.5,3
Programming in C++,Relaxation,0.195751484,-0.273618774,24
Programming in C++,Remote Sensing of the Environment,0,1,3
Programming in C++,Research Methods in Criminal Justice,0.051316702,0.948683298,4
Programming in C++,Retailing,0.76429774,-0.23570226,4
Programming in C++,Risk Management,0.117693225,0.558957294,9
Programming in C++,"Science, Technology, and Ethics",0.00012419,0.324338289,135
Programming in C++,Scuba Diving,0.291564268,0.178113065,37
Programming in C++,Seasonal Activities,0.433076301,0.185719059,20
Programming in C++,Second Semester Lessons,0.172154575,0.498307948,9
Programming in C++,Self Defense,0.594900451,-0.130316121,19
Programming in C++,Semiconductors,0.85291519,0.098373875,6
Programming in C++,Senior Design Project,0.111367155,-0.790569415,5
Programming in C++,Senior Seminar,0.761736801,0.141768972,7
Programming in C++,Shakespeare,0.334034711,0.552631579,5
Programming in C++,Signals and Systems,0.262135213,0.737864787,4
Programming in C++,Small Business Management,0.001480989,0.530859197,33
Programming in C++,Soccer,0.065333526,0.409401755,21
Programming in C++,"Social Context of Creativity, Innovation and Entrepreneurship",0.76429774,0.23570226,4
Programming in C++,Social Inequalities,0.00942756,0.540345107,22
Programming in C++,Social Media and Society,0.855291867,0.096774194,6
Programming in C++,Social Psychology,0.863818911,0.072887652,8
Programming in C++,Software Engineering Project I,0.016927161,0.217677015,120
Programming in C++,Software Engineering Project II,0.020938098,0.213303419,117
Programming in C++,Software Maintenance and Reengineering,0.196289103,0.107931464,145
Programming in C++,Software Quality,0.001821925,0.244647041,160
Programming in C++,Software: Flash Basic,0.494929675,0.191166304,15
Programming in C++,Software: Illustrator Basic,0.045130782,0.677097212,9
Programming in C++,Software: InDesign Basic,0.057785894,0.560913282,12
Programming in C++,Special Problems,0.599693083,0.153767219,14
Programming in C++,Special Topics,0.466244887,0.212282463,14
Programming in C++,Special Topics in Computer Science,0.13566604,0.228536713,44
Programming in C++,Stagecraft,0.340360586,0.36063383,9
Programming in C++,Startup Launchpad,0.401787663,0.424264069,6
Programming in C++,State and Local Government,0.636783674,-0.219178502,7
Programming in C++,Statistical Methods with Applications,8.44E-06,0.361644719,144
Programming in C++,Statistics and Probability,0.269412513,0.53935989,6
Programming in C++,Strategic Management,0.581431619,-0.082498817,47
Programming in C++,Strategic Promotions Management,0.042416932,0.568990618,13
Programming in C++,Supply Chain Management,0.194638142,0.199296201,44
Programming in C++,Survey of Cultural Geography,0.000900075,0.746242837,16
Programming in C++,Survey of General Chemistry,0.028510032,0.421582307,27
Programming in C++,Survey of Women Writers,0.666666667,0.5,3
Programming in C++,Swimming,0.547586231,-0.151820588,18
Programming in C++,Systems Analysis and Design,0.046808111,0.215007001,86
Programming in C++,Systems Development and Implementation,0.320281656,0.116326911,75
Programming in C++,Technical Drafting,0.135753193,0.681818182,6
Programming in C++,Technical Writing,0.001045105,0.215720989,228
Programming in C++,The Diversity of Life,0.312036357,0.573539335,5
Programming in C++,The Legal Environment of Business,0.000355898,0.378402941,85
Programming in C++,The Native American Experience,0.038116579,0.558001289,14
Programming in C++,"The Political Economy of Race, Gender and Ethnicity",0.701934739,0.052286059,56
Programming in C++,The Psychology of Human Sexuality,0.018217762,0.435474081,29
Programming in C++,The Unity of Life,0.132418922,0.685994341,6
Programming in C++,Thematic Studies in Literature,0.378376962,0.396608718,7
Programming in C++,Theories of Media and Culture,0.051329063,-0.808823529,6
Programming in C++,Theory of Art,0.333333333,0.866025404,3
Programming in C++,Theory of Numbers,0,-1,3
Programming in C++,Thermal Systems Laboratory,0.5,0.5,4
Programming in C++,Thermodynamics,0.122839463,0.698253252,6
Programming in C++,Thermo-Fluid Systems Design,0.5,0.5,4
Programming in C++,Topics in Media Studies,0.062720873,0.787878788,6
Programming in C++,Training and Supervision,0.590998684,-0.248525061,7
Programming in C++,Trigonometry and Analytic Geometry,0.00013153,0.346210306,117
Programming in C++,Visual Communication,0.225067137,0.333091382,15
Programming in C++,Volleyball,0.159212025,0.175283461,66
Programming in C++,Weather and Climate,0.174862618,0.400669331,13
Programming in C++,Web Development: Basics,0.298832964,0.259274248,18
Programming in C++,Web Development: Intermediate,0.087110191,0.567433671,10
Programming in C++,"Web Protocols, Technologies and Applications",0.005276895,0.301764777,84
Programming in C++,Weight Training,0.93111981,0.015160112,35
Programming in C++,Windows Programming,1.05E-06,0.375865398,159
Programming in C++,Women in European Civilization,0,1,3
Programming in C++,Women in Science and Engineering,0.844464991,-0.06045425,13
Programming in C++,"Women, Gender, and Justice",0.721913303,-0.18759162,6
Programming in C++,Wood Technology,0.5,-0.5,4
Programming in C++,Work Measurement and Human Factors,0.907797946,0.061545745,6
Programming in C++,World Civilization I,8.36E-06,0.367907785,139
Programming in C++,World Civilization II,1.84E-07,0.29370058,304
Programming in C++,World Literature I,0.66319647,0.169321365,9
Programming in C++,World Music Survey,0.333333333,0.866025404,3
Programming in C++,World Regional Geography,0.000112295,0.655841313,29
Programming in C++,World Rhythm Rudiments,0.925017081,-0.058925565,5
Programming in C++,Writing for Electronic Media,0.683772234,0.316227766,4
Programming in C++,Yoga / Pilates,0.158480851,0.434151221,12
Programming in COBOL,Programming in VB.NET,8.41E-09,0.50534778,115
Programming in COBOL,Programming Language Structures,0.002363053,0.37930324,62
Programming in COBOL,Psychology of Women,0.417287127,-0.309746642,9
Programming in COBOL,Quality Management,0.318766081,-0.287585876,14
Programming in COBOL,Race and Gender in American Film,0.292893219,0.707106781,4
Programming in COBOL,"Race, Gender, and Class",0.156158681,0.305609274,23
Programming in COBOL,Racquet Sports,0.660286312,0.090468774,26
Programming in COBOL,Real-Time Embedded Systems Programming,0.43803881,0.277241312,10
Programming in COBOL,Relaxation,0.82250543,-0.095238095,8
Programming in COBOL,Retailing,0.666666667,-0.5,3
Programming in COBOL,"Science, Technology, and Ethics",0.002894877,0.541918031,28
Programming in COBOL,Scuba Diving,0.264792302,0.296507819,16
Programming in COBOL,Second Semester Lessons,0.272228401,0.612372436,5
Programming in COBOL,Self Defense,0.106684384,0.540562478,10
Programming in COBOL,Small Business Management,0.002297274,0.655825862,19
Programming in COBOL,Software Engineering Project I,0.050492114,0.810443201,6
Programming in COBOL,Software Engineering Project II,0.832993673,-0.111803399,6
Programming in COBOL,Software Maintenance and Reengineering,0.69440084,-0.099519157,18
Programming in COBOL,Software Quality,0.856290473,0.037340418,26
Programming in COBOL,Software: Flash Basic,0.720971202,-0.166666667,7
Programming in COBOL,Software: Illustrator Basic,0.236836429,0.648181216,5
Programming in COBOL,Software: InDesign Basic,0.04262083,0.826334244,6
Programming in COBOL,Special Problems,0.196962463,0.445480299,10
Programming in COBOL,Special Topics,0.84563888,0.076138699,9
Programming in COBOL,Special Topics in Computer Science,0.019376618,0.38276766,37
Programming in COBOL,Stagecraft,0.548485765,0.362738125,5
Programming in COBOL,State and Local Government,0.666666667,0.5,3
Programming in COBOL,Statistical Methods with Applications,0.0106025,0.657514701,14
Programming in COBOL,Strategic Management,0.08253577,0.361590324,24
Programming in COBOL,Strategic Promotions Management,0.111111111,0.888888889,4
Programming in COBOL,Supply Chain Management,0.729099547,-0.067193589,29
Programming in COBOL,Survey of Cultural Geography,0,1,3
Programming in COBOL,Survey of General Chemistry,0.007963462,0.722400615,12
Programming in COBOL,Swimming,0.005207859,0.973328527,5
Programming in COBOL,Systems Analysis and Design,0.000961983,0.335097142,94
Programming in COBOL,Systems Development and Implementation,0.052946922,0.215851901,81
Programming in COBOL,Technical Writing,0.004583852,0.234170718,145
Programming in COBOL,The English Novel and Short Story,0.333333333,0.866025404,3
Programming in COBOL,The Legal Environment of Business,0.578427308,0.087147406,43
Programming in COBOL,"The Political Economy of Race, Gender and Ethnicity",0.590411622,-0.226027397,8
Programming in COBOL,The Psychology of Human Sexuality,0.460600832,0.248839901,11
Programming in COBOL,Trigonometry and Analytic Geometry,1.66E-05,0.600116968,44
Programming in COBOL,Visual Communication,0.088642982,0.68627451,7
Programming in COBOL,Volleyball,0.23354992,0.286982011,19
Programming in COBOL,Weather and Climate,0.798956262,0.119271075,7
Programming in COBOL,Web Development: Basics,0.889090011,0.050832857,10
Programming in COBOL,Web Development: Intermediate,0.183503419,0.816496581,4
Programming in COBOL,"Web Protocols, Technologies and Applications",0.001400135,0.391007331,64
Programming in COBOL,Weight Training,0.42913497,-0.229896388,14
Programming in COBOL,Windows Programming,0.194472015,0.125228293,109
Programming in COBOL,Women in Science and Engineering,0.367544468,0.632455532,4
Programming in COBOL,World Civilization I,0.04441624,0.269699221,56
Programming in COBOL,World Civilization II,0.001022137,0.323619595,100
Programming in COBOL,World Literature I,0.225403331,-0.774596669,4
Programming in COBOL,World Regional Geography,0.107349223,0.539707017,10
Programming in COBOL,Yoga / Pilates,1,0,5
Programming in VB.NET,Programming Language Structures,8.61E-05,0.393795866,94
Programming in VB.NET,Psychology of Personal Adjustment,0.207764808,0.600245048,6
Programming in VB.NET,Psychology of Women,0.669557353,0.125284738,14
Programming in VB.NET,Quality Management,0.187922395,-0.315721023,19
Programming in VB.NET,Race and Gender in American Film,0.76429774,0.23570226,4
Programming in VB.NET,"Race, Gender, and Class",0.513005163,0.126552294,29
Programming in VB.NET,Racquet Sports,0.081431576,-0.334973012,28
Programming in VB.NET,Real Analysis,0,1,3
Programming in VB.NET,Real-Time Embedded Systems Programming,0.953166891,0.015977887,16
Programming in VB.NET,Relaxation,0.17681711,0.368271462,15
Programming in VB.NET,"Science, Technology, and Ethics",0.998833935,-0.000264608,33
Programming in VB.NET,Scuba Diving,0.91489113,-0.025537725,20
Programming in VB.NET,Second Semester Lessons,0.165370396,0.72547625,5
Programming in VB.NET,Senior Seminar,0,1,3
Programming in VB.NET,Shakespeare,0.666666667,-0.5,3
Programming in VB.NET,Small Business Management,0.051154095,0.441782559,20
Programming in VB.NET,Social Inequalities,0.378254958,0.31317737,10
Programming in VB.NET,Social Psychology,0.455668946,-0.544331054,4
Programming in VB.NET,Software Engineering Project I,0.98618584,-0.005613609,12
Programming in VB.NET,Software Engineering Project II,0.481802344,0.2375671,11
Programming in VB.NET,Software Maintenance and Reengineering,0.580378514,-0.118786797,24
Programming in VB.NET,Software Quality,0.613587417,0.08580651,37
Programming in VB.NET,Software: Flash Basic,0.292893219,-0.707106781,4
Programming in VB.NET,Software: Illustrator Basic,0.333333333,0.866025404,3
Programming in VB.NET,Software: InDesign Basic,0.051316702,0.948683298,4
Programming in VB.NET,Special Problems,0.101221516,0.547722558,10
Programming in VB.NET,Special Topics,0.131325116,0.58054735,8
Programming in VB.NET,Special Topics in Computer Science,0.309634638,0.18858275,31
Programming in VB.NET,Stagecraft,0.436997621,0.458831468,5
Programming in VB.NET,State and Local Government,0.76429774,-0.23570226,4
Programming in VB.NET,Statistical Methods with Applications,0.001551151,0.621407188,23
Programming in VB.NET,Strategic Management,0.061257438,0.387645361,24
Programming in VB.NET,Strategic Promotions Management,0.043318093,0.721576799,8
Programming in VB.NET,Supply Chain Management,0.799303457,-0.047594412,31
Programming in VB.NET,Survey of Cultural Geography,0.726767023,0.216295228,5
Programming in VB.NET,Survey of General Chemistry,0.809094189,-0.087948349,10
Programming in VB.NET,Swimming,0.292893219,0.707106781,4
Programming in VB.NET,Systems Analysis and Design,0.001655911,0.344147532,81
Programming in VB.NET,Systems Development and Implementation,0.002756918,0.334537502,78
Programming in VB.NET,Technical Writing,0.057294699,0.143169485,177
Programming in VB.NET,The History and Politics of Hip Hop,0,1,3
Programming in VB.NET,The Legal Environment of Business,0.053950997,0.274237182,50
Programming in VB.NET,The Native American Experience,0.76429774,-0.23570226,4
Programming in VB.NET,"The Political Economy of Race, Gender and Ethnicity",0.196450297,-0.510170533,8
Programming in VB.NET,The Psychology of Human Sexuality,0.137754596,0.363829934,18
Programming in VB.NET,The Unity of Life,0.8,0.2,4
Programming in VB.NET,Theories of Media and Culture,0.8,-0.2,4
Programming in VB.NET,Trigonometry and Analytic Geometry,0.001267667,0.443178189,50
Programming in VB.NET,Visual Communication,0.669754299,0.223905538,6
Programming in VB.NET,Volleyball,0.182078603,0.27578556,25
Programming in VB.NET,Weather and Climate,0.381103146,0.333076429,9
Programming in VB.NET,Web Development: Basics,0.413560776,0.33752637,8
Programming in VB.NET,Web Development: Intermediate,0.622640062,0.257247878,6
Programming in VB.NET,"Web Protocols, Technologies and Applications",0.007360537,0.297506623,80
Programming in VB.NET,Weight Training,0.532834605,0.162641576,17
Programming in VB.NET,Windows Programming,4.41E-05,0.32916285,148
Programming in VB.NET,Women in Science and Engineering,0.450184856,0.447213595,5
Programming in VB.NET,"Women, Gender, and Justice",0,1,3
Programming in VB.NET,World Civilization I,0.05503051,0.227123707,72
Programming in VB.NET,World Civilization II,0.067453931,0.160889511,130
Programming in VB.NET,World Literature I,1,0,6
Programming in VB.NET,World Regional Geography,0.061488904,0.579879333,11
Programming in VB.NET,Yoga / Pilates,0.736228914,-0.157313301,7
Programming Language Structures,Psychology of Personal Adjustment,0.272228401,0.612372436,5
Programming Language Structures,Psychology of Women,0.103923231,0.340105967,24
Programming Language Structures,Quality Engineering,0.297081135,0.461623829,7
Programming Language Structures,Quality Management,0.919218115,0.047638496,7
Programming Language Structures,Race and Gender in American Film,0.181690114,0.707106781,5
Programming Language Structures,"Race, Gender, and Class",0.643537239,0.065700813,52
Programming Language Structures,Racquet Sports,0.545175821,0.111036886,32
Programming Language Structures,Real Analysis,0.04490879,0.821583836,6
Programming Language Structures,Real-Time Embedded Systems Programming,2.29E-08,0.458240475,135
Programming Language Structures,Remote Sensing of the Environment,0.333333333,0.866025404,3
Programming Language Structures,Retailing,0,-1,3
Programming Language Structures,"Science, Technology, and Ethics",1.44E-06,0.406615998,131
Programming Language Structures,Scuba Diving,0.601058135,-0.117974072,22
Programming Language Structures,Self Defense,0.837203479,0.066543552,12
Programming Language Structures,Senior Seminar,0.009344,0.92,6
Programming Language Structures,Signals and Systems,0.333333333,0.866025404,3
Programming Language Structures,Small Business Management,0.116208306,0.52861254,10
Programming Language Structures,Social Inequalities,0.344074159,0.244592741,17
Programming Language Structures,Social Psychology,0.894590745,0.105409255,4
Programming Language Structures,Software Engineering Project I,1.24E-05,0.374410472,129
Programming Language Structures,Software Engineering Project II,5.32E-05,0.351943263,126
Programming Language Structures,Software Maintenance and Reengineering,7.61E-07,0.374842879,164
Programming Language Structures,Software Quality,2.09E-06,0.347888505,177
Programming Language Structures,Software: Flash Basic,0.74180111,0.25819889,4
Programming Language Structures,Software: InDesign Basic,0.74180111,-0.25819889,4
Programming Language Structures,Special Topics in Computer Science,0.004870198,0.471587374,34
Programming Language Structures,Stagecraft,1,0,5
Programming Language Structures,State and Local Government,0.057668886,0.866025404,5
Programming Language Structures,Statistical Methods with Applications,8.23E-13,0.543187013,149
Programming Language Structures,Statistics and Probability,0.239442599,0.645497224,5
Programming Language Structures,Supply Chain Management,0.308307367,0.359003864,10
Programming Language Structures,Survey of Cultural Geography,0.222365003,0.585239048,6
Programming Language Structures,Survey of General Chemistry,0.136192246,0.436203482,13
Programming Language Structures,Swimming,0.905453791,-0.034997499,14
Programming Language Structures,Systems Analysis and Design,0.021506191,0.586684798,15
Programming Language Structures,Systems Development and Implementation,0.284737448,-0.525105032,6
Programming Language Structures,Technical Writing,0.029261811,0.186318094,137
Programming Language Structures,The Legal Environment of Business,0.328886114,0.208218329,24
Programming Language Structures,The Native American Experience,0.710481725,-0.229415734,5
Programming Language Structures,The Physics of Einstein and Beyond,0.333333333,0.866025404,3
Programming Language Structures,"The Political Economy of Race, Gender and Ethnicity",0.478743787,-0.094023132,59
Programming Language Structures,The Psychology of Human Sexuality,0.11207071,0.3995579,17
Programming Language Structures,The Unity of Life,0.666666667,0.5,3
Programming Language Structures,Thematic Studies in Literature,0.666666667,-0.5,3
Programming Language Structures,Theory of Numbers,0,1,4
Programming Language Structures,Trigonometry and Analytic Geometry,0.265291876,0.1589332,51
Programming Language Structures,Visual Communication,0.666666667,0.5,3
Programming Language Structures,Volleyball,0.114854967,0.284255673,32
Programming Language Structures,Weather and Climate,0.321723336,0.564288094,5
Programming Language Structures,Web Development: Intermediate,0.333333333,-0.866025404,3
Programming Language Structures,"Web Protocols, Technologies and Applications",0.037905522,0.294476688,50
Programming Language Structures,Weight Training,0.415230678,0.187691851,21
Programming Language Structures,Windows Programming,0.010470438,0.245402511,108
Programming Language Structures,Women in Science and Engineering,0.849267886,-0.065061941,11
Programming Language Structures,World Civilization I,0.053102627,0.237364215,67
Programming Language Structures,World Civilization II,5.42E-05,0.301054415,174
Programming Language Structures,World Literature I,0.201950793,0.606339063,6
Programming Language Structures,World Regional Geography,0.036778477,0.605904825,12
Programming Language Structures,World Rhythm Rudiments,0.262135213,0.737864787,4
Programming Language Structures,Yoga / Pilates,0.135344662,0.760725774,5
Psychology of Personal Adjustment,Software Quality,0.333333333,-0.866025404,3
Psychology of Personal Adjustment,Statistical Methods with Applications,0.666666667,-0.5,3
Psychology of Personal Adjustment,Technical Writing,0.362892164,0.456435465,6
Psychology of Personal Adjustment,Windows Programming,0.717685644,0.223606798,5
Psychology of Personal Adjustment,World Civilization I,0.166666667,0.833333333,4
Psychology of Personal Adjustment,World Civilization II,0.18365531,0.567765096,7
Psychology of Women,Quality Management,0.333333333,0.866025404,3
Psychology of Women,"Race, Gender, and Class",0.611111111,0.388888889,4
Psychology of Women,Real-Time Embedded Systems Programming,0.128106092,0.444448108,13
Psychology of Women,"Science, Technology, and Ethics",0.953897604,0.019810721,11
Psychology of Women,Software Engineering Project I,0.016866232,0.646880378,13
Psychology of Women,Software Engineering Project II,0.349748216,0.282469414,13
Psychology of Women,Software Maintenance and Reengineering,0.620643827,0.145102434,14
Psychology of Women,Software Quality,0.004363396,0.654468877,17
Psychology of Women,Special Topics in Computer Science,0.037840969,0.836660027,6
Psychology of Women,Statistical Methods with Applications,0.052622364,0.492484293,16
Psychology of Women,Survey of Cultural Geography,0.333333333,0.866025404,3
Psychology of Women,Technical Writing,0.291104232,0.271891656,17
Psychology of Women,The Legal Environment of Business,0.2,0.8,4
Psychology of Women,The Unity of Life,0.333333333,0.866025404,3
Psychology of Women,Trigonometry and Analytic Geometry,0.2,0.8,4
Psychology of Women,"Web Protocols, Technologies and Applications",0.367544468,0.632455532,4
Psychology of Women,Windows Programming,0.160884301,0.396118721,14
Psychology of Women,World Civilization I,0.945430435,0.026802813,9
Psychology of Women,World Civilization II,0.354690845,0.193246119,25
Quality Assurance,Semiconductors,0.422649731,0.577350269,4
Quality Assurance,Survey of General Chemistry,0.74180111,0.25819889,4
Quality Assurance,Technical Drafting,0.548485765,0.362738125,5
Quality Assurance,Training and Supervision,0.373900966,-0.447213595,6
Quality Assurance,Trigonometry and Analytic Geometry,0.727834473,0.272165527,4
Quality Assurance,Work Measurement and Human Factors,0.277963393,-0.531368931,6
Quality Assurance,World Civilization II,0.548485765,-0.362738125,5
Quality Engineering,"Race, Gender, and Class",0.666666667,0.5,3
Quality Engineering,Real-Time Embedded Systems Programming,0.04244907,0.770934253,7
Quality Engineering,"Science, Technology, and Ethics",0.589749632,0.226419572,8
Quality Engineering,Software Engineering Project I,0.007413795,0.889041344,7
Quality Engineering,Software Engineering Project II,0.015260134,0.85061383,7
Quality Engineering,Software Maintenance and Reengineering,0.871024311,0.076193932,7
Quality Engineering,Software Quality,0.07367645,0.710311395,7
Quality Engineering,Statistical Methods with Applications,0.054830919,0.656394034,9
Quality Engineering,"The Political Economy of Race, Gender and Ethnicity",0.666666667,0.5,3
Quality Engineering,World Civilization I,0.666666667,0.5,3
